lyrics,genre
dear heart wish warm night dear heart like year sight single room table lonesome right soon kiss hello door dear heart want know leave arm single room table lonesome right soon kiss hello door dear heart want know leave arm,pop
nights week go nights week long know doin wrong baby stay home phone pretendin home know go baby stay home go lonely go heart beat nights week go nights week long nights week baby stay home,pop
lonely guitar love lonely guitar soul care star look like teardrops cry breeze sigh whisper penance prayer lonely guitar lonely guitar song song long lonely guitar come lonely guitar lonely lonely guitar love lonely guitar soul care come lonely guitar lonely lonely guitar,pop
walkin walkin whoauhoh cause awishin thata walkin walkin awhen strollin hand hand prettiest girl belong feel proud good walkin cloud walkin walkin strollin hand hand cause prettiest girl belong feel proud good walkin cloud walkin walkin walkin walkin yeah walkin walkin,pop
liberty valance ride women folk hide hide liberty valance walk step aside cause point liberty understand come shootin straight fast mighty good east stranger come book hand kind need tame trouble land cause point liberty understand come shootin straight fast mighty good face fall shoot liberty valance shoot liberty valance bravest girl stay stay tryin build peaceful land free grow point liberty understand final showdown come book good afraid pray return fateful night night nothin say goin fight moment girl get fullgrown thing learn face return hear shots ring shoot liberty fall shoot liberty valance shoot liberty valance bravest shoot liberty valance shoot liberty valance shoot liberty valance,pop
leave morning know go home bath yeah leave morning smile face begin think human race leave morning know talk place yeah leave morning eye open wide awfully come inside whacka whacka whacka whacka whacka whacka whacka whacka whacka whacka whacka whacka waha eye get heavy knees little weak mouth hurt throat begin speak yeah leave morning smile face begin think human race whacka whacka whacka whacka whacka whacka whacka whacka whacka whacka whacka whacka waha,pop
silver color winter snowbell mother wind boys livin lovewell livin lovewell everybody call luie luie luie thing light go luie luie keep push keep push color summer flame ride cook noon roads walk good walk good good everybody call luie luie luie thing light go luie luie keep push keep push keep push fair forever everybody everybody everybody yeah yeah yeah everybody call luie call luie everybody call luie call luie call luie luie call luie luie call luie luie people captain call luie call luie luie call luie luie call luie luie people captain call luie,pop
change scene night strangest dream imprison leave leave start scream lock door take feelin alright feelin good feelin alright feel good sure take ride wonder think start wipe face gotta stop believin lie cause feelin alright feelin good feelin alright feel good feelin alright believe feelin good cause time felt feelin alright today feelin good stay feelin alright till come take place feelin alrightw different different place feelin alright feelin good feelin alright alright alright alright feel good good good almighty feel good feelin alright alright alright alright feel good feelin alright feelin good feelin alright alright alright alright feel good,pop
feel vibrations vibrations baby think feel vibrations small conversation listen want jump shout want tell world real real real walk magic things wrong understand come start makin plan meet preacher cause real real real feel vibrations vibrations vibrations girl care friends cause listen ohhh feel inside deny cause deep heart real real lord real real thing real ooohh real,pop
know position quick home reason roam travel length stretch finger jag white till energy clutch swift force fearful convey sound live free sky watch watch north wind rise eye wonder deeply lock door know fear near see angry black intrude cloud approach release destructive blow crash flash light bring terror fight force power land command lightning hand cover life vain escape look wealthy world save cause gonna break hear moan hear weep feel belong devil feel pain till stop reach level defeat command lightning hand,pop
