lyrics,genre
need money need gold sweet kiss wealth untold need sky eye hold near matter dear need lose embrace world magic place hold church bell ring kiss angels sing need darling believe leave hold tight hold fast darling free moon need need need need,pop
life live truly lifetime long need time,pop
give pass treat unkind mind tell word stand kind bore act light start shin eye realize apologise place kiss face know baby know heart quickly apologize hopin hadn change mind word turn walk away light start shin eye realize felt inside place kiss lips know baby know heart yeah ask walk hop sweet things smile kind nice hold hand kind tight light start shin eye realize felt inside place kiss face know baby know heart yeah light start shin eye realize felt inside place kiss face know baby know heart yeah heart,pop
crosby pevar world little know long remember fight battle servant seeker feel qualify tell life father children wife go forever go forever go forever go forever world glimpse mist moonlit landscape feel kiss shall free feel get turn save book get burn go forever go forever go forever go forever walk think know path speak road go mountain entirely reach peak know know like seeker fall go forever go forever go forever go forever go forever go forever go forever go forever,pop
close eye peace mind hop feel heart know mean mean,pop
farewell farewell hear lonely travellers cold north wind blow wind road return bruise beat sons welcome loathe cloth drink light swear year cloth drink light swear year lie asleep farewell farewell hear lonely travellers cold north wind blow wind road,pop
lose child rid away mirror dark bless crack forget courtyards search youth get life reach touch true shadow like hearts hold hold stay stay free seek lady away naked stillness edge stay night start song begin deep window light wanderers hide hard swell eye echo laughter hide cities thighs catch fragment swirl wind night cost child sight extensions dimension leave feel cold lame child mustn tremble come,pop
baby life highway automatically road rough travel walk barefoot life gravel express automatically mean success mystery life doubt work cause care rain pour automatically baby automatically thing know go follow worry setback home hurry courage live long live,pop
yeah yeah yeah chainz okay think niggas tryin irony iron jeans heavy crease know destiny catastrophe know majesty smoke strong muscle atrophy tragedy murder like master drug dealin academy summa laude rarely watch cost apiece need verse tell versus cause know ballin hard like sweet ride beat like need hdtv bein break like allergy ballin homies everybody know know yeah shit real life haters talk shit deep wonder feel like yeah know right sign million dollar deal feel goddamn right rapper flex gotta know money mean shit selfrespect build empire wide world rattpack fact tarantino boom trap bring right cause like talent mansion logic like game expansion answer damn feelin handsome club throwin dollars gamestop member sell tree block go platinum double platinum triple platinum rappin snappin snappin wonder happen hatin clappin like yeah yeah grammy year nostradamus cocky honest honest spit finest flow count cash count hoe shit counterfeit reasonable doubt shit prime state emergency sound alarm comin neck slice anybody bite hand powerful doublecross dead kill kindness weak like respect muscle come,pop
change come quickly easily bizarre go ticket wonder hard home important lose easy believe longer place harder leave thousand card pull sleeve loser deceive reality hard true treat friends like millionaire spend ones like afford upstairs fly high touch grind walk upstairs likely direct reality hard true reality hard true,pop
look good blue match skin eye drip pain like get lie cause dull surprise alright head shoulder look good blue know mean see like know alright head shoulder throw weight baby complain baby escape tire tire place sleep mind divide line complain cause place play yeah mind divide line look good blue match skin eye drip pain alright head shoulder head shoulder,pop
want wrong slip away home go south have minor down move ahead leap bound play song outside hear play song start career different walk life come know port come time south home drive heat get play song outside hear play song start career career hurt play song outside hear play song start career career,pop
hand scale grand face plateau belong strangers folks know holy ghost talk host plant sand beautify foothills shake hand bucket illustrate book bird scar need action word finish stop look plateau clean dirt see work take bucket illustrate book bird scar need action word hand begin scan plateau say greenland say mexico decide stand guess wouldn help,pop
learn today black white look windowpane inside brain learn today yield rightofway stop fourway sign rule learn today look straight ray let remember learn today learn today learn today learn today learn today learn today learn today learn today,pop
tell truth real surprise say forget know waste time free guess away beat feel inside bangin heart bbbbangin bangin heart bbbbangin girl think go prove wrong trouble bangin heart number take figure inside head sure think go heart heart heart heart know jump banin heart time scar gonna forever know feel know feel bangin heart bangin heart bbbbangin bangin heart bbbbangin bangin heart,pop
magical thing pain promise life lose like knife dare dare cause come close years stop tear scar scar time maybe forget turn different corner care understand breeze little little bring knees care come close years stop tear scar fear lonely confuse swear,pop
weep cover root spread deep bring life freeze grind strong away strong today turn sleep leave cold taste jealousy like gold strong away strong today feel older frame hang wall see fall trap thing happen strong away strong today strong strong strong strong,pop
carpenter lady baby tinker trade carry pot follow save loneliness save sorrow onlyness tomorrow work hand answer babe miller trade wheel grind miss colour blouse soft shoe shin save loneliness save sorrow onlyness come tomorrow carpenter lady baby baby,pop
ugly seek sustenance blue midnight flare glass hand cut water scythe twist root eye spring fireflies breathe life roar disguise needle sin sin needle gasp wish dust rust ash gash hand kill hand kill soft hoodwink shadow size makebelieve punch rage glass hand cut water snuff magic fury inside bolt lightning cry swiftly crush final muffle sigh needle sin sin needle gasp wish dust rust ash gash hand kill hand kill,pop
horny loser crash mother door ugly lover roll dirty floor break body hold bone hold bone break body hold bone hold bone break body hold bone hold bone belly dancer shake forever care build jumper roof roof fly break body hold bone hold bone break body hold bone hold bone break body hold bone hold bone bone somebody hurt somebody hurt somebody hurt,pop
time come feel come apart little child power beggar dream thinnest thread sew finest string dangle time highest wire walk balance falter step unaligned yeah strong wind blow loud voice call cross line gonna ghost gonna ghost gonna ghost gonna cause strength hold long hold strong flesh blood flesh blood flesh blood flesh flesh blood flesh blood flesh blood flesh drop mask away house forget income underneath hell know like share sin know like fight ashamed time dream nightmares come look hear feel thirst catcher come soul gonna fight cause gonna ghost gonna ghost gonna ghost gonna cause strength hold long hold strong flesh blood flesh blood flesh blood flesh flesh blood flesh blood flesh blood flesh cloud silver line soul tender touch stone steel return dust hear yeah feel thirst catcher come soul gonna fight cause gonna ghost gonna ghost gonna ghost gonna cause strength hold long hold strong gonna ghost gonna gonna ghost gonna gonna ghost gonna gonna ghost gonna,pop
sleep night come think hurt turn right fill give see world need morning kiss eye take rock slow even moon high hold close fill give see world need fill give see world need fill give see world need,pop
bury bury blood shield kiss heart bury hurt sister chain unchain smother chain unchain unchain breathe spade know unchain trade bury want bear inside hide hide things hide tell hide hide come outside tell hide hide come outside want bear inside hide hide things hide wait bury wait bury,pop
radio turn station world collapse ears turn radio hear house call tell cry cry sing song radio make mean turn goodbye leave quiet radio song hide hide look eye listen yeah tell cry cry sing song suck suck make try turn turn goodbye radio song world collapse ears turn radio hear yeah yeah baby baby baby baby try sing damn radio song yeah hide hide look eye listen radio turn radio hear hear thing yeah boom check say play obey baby baby baby baby stuff drive crazy communicate mass violent class children grow prisoners live radio listeners,pop
turn best turn late turn best come turn want listen okay things tomorrow yeah right late sure take baby saturday bang girl believe miracles miracle happen tonight think baby matter black white print message saturday tell second tell equality true wrong right think baby matter black white tire devil tire stuff tire business go get rough scar brother scar sheet scar girl go get mean protection gang club nations cause grief human relations turf global scale hear side tale race place face blood come space see bright duller go spend life color tell agree kick dirt think baby matter black white think baby matter black white say think brother matter black white black white tough black white tough black white,pop
guardian lose glow lose lose glitter say silver turn blue like doubtful true decide blue blue prove go prove true blue blue sorry turn head light hurtin blue stay home night right phone night hurt pride tell paint bright turn upside paint paint blue blue blue blue,pop
