lyrics,genre
know fall long hopin work best morning wake go goodbye wonderin go wrong cry bring gettin tire rain time bring bring days aonce special girl cloud disappear take grant come tear come tear bring gettin tire rain time bring bring days bring gettin tire rain time bring bring days bring bring bring gettin tire rain time bring bring days,pop
time chain tear courage bear free time dream long deny flourish unveil hide time life worthwhile tear thorns endure pass surely time world world shin tear thorns endure pass surely time world world shin world shin,pop
easy come look stand arm easy hide seek guess game play come speak right star fall moon fade sight angels smile light night fool hide feel tell blind easy hide seek guess game play come speak right star fall moon fade sight angels smile light night fool hide feel tell blind easy,pop
go corner homeboys welcome feel isolation guess right track little things count life know people soul cooke sing good time roll sing win wait change come sing begin hillside watch boat memory bank ought head roadside sing play songs know right belong sing win wait change come sing begin sing win wait change come sing begin sing win wait change come sing begin,pop
harbor light tell part harbor light bring watch harbor light help tear start goodbye tender nights silvery long hold near kiss ship shore know lonely nights heart whisper harbor light steal long hold near kiss ship shore know lonely nights heart whisper harbor light steal,pop
bring concertina play welcome cause come home long home like theres place roam sail horn baffin ride bring concertina play welcome cause come home hear bawdy tune honky tonk saloons take liquor stay rouse brawl home hang bring concertina play welcome cause come home court girl port world ramble days curacao tokyo theres bring concertina play welcome cause come home,pop
away leave heart misery blue cause break hard remember hold tight kiss night think break hard break hard know know true instead break wish make goodbye come baby start anew cause break hard,pop
dream know bring lonely heart heaven view dream come true tonight eye tell come arm hold live solo solo sogno amor sempre cuor sogno vero perche solo dream know bring lonely heart heaven view dream come true tonight,pop
brother years older brother twentythree years die freedom rider curse brother face home outsider gonna buryin place singin knees angry trail shoot brother dead hat wrong brother tear bring brother die brothers free die brothers free,pop
bird sing wind blowin hair look eye prize lips kiss real look young fair fall fall rainbows reach walk hand hand snow sand roses bloom snowmen stand time stop fall fall line fall apart know start understand cause come straight heart fall fall,pop
come roll minstrel rouse spirit roll dance start dance sway time tune play today come roll minstrel rouse spirit roll fiddler love play play good play violin solid come roll minstrel rouse spirit roll possessor magic touch magician play magic note instead come roll minstrel rouse spirit roll sound beat drum hear rhythm guitar lend come roll minstrel rouse spirit roll play bass note hear high note come sing clear come roll minstrel rouse spirit roll,pop
like birthday sooth sing swan song give cold hand drunken ghost suck long like birthday sooth sing swan song like birthday sooth sing swan song give cold hand drunken ghost suck long like birthday sooth sing swan song like birthday sooth sing swan song give cold hand drunken ghost suck long like birthday sooth sing swan song,pop
live streets wish talent play guitar fail artist cause lack confidence critic believe write imposter believe write fact like think speak nose think drive crazy tough believe write imposter believe write imposter believe write imposter believe write credit work like think discover know move safe hurt like play believe write imposter believe write imposter believe write imposter believe write critic know drink jealousy slowly consume streets know head firmly lodge butt belong,pop
dark city night wire steam subway earth afire dodo dododo dodo woman want sign catch breathe closer dodo dododo dodo touch grind smell like sound lose crowd hungry like straddle line discord rhyme mouth alive juices like wine hungry like stalk close hide moonlight dodo dododo dodo high blood drum skin tight feel heat moment dodo dododo dodo touch grind scent sound lose hungry like strut line discord rhyme howl whine mouth alive run inside hungry like hungry like hungry like hungry like burn grind break crowd smell like sound lose hungry like strut line discord rhyme mouth alive juices like wine hungry like,pop
