lyrics,genre
restless windstorm jumpy puppet string spring fever know spring starry eye vaguely discontent like nightingale song sing spring fever spring wish walk strange street hear word hear girl meet busy spider spin daydream giddy baby swing see crocus rosebud wing feel melancholy spring spring wish walk strange street hear word hear girl meet busy spider spin daydream giddy baby swing see crocus rosebud wing feel melancholy spring spring,pop
long live long need long live arm dream come true beat heart long live hold tight night world know nearness divine long live arm dream come true beat heart long live,pop
break heart hurtin pride know hide sorrow pain cryin rain cloudy sky know rain tear eye know heartaches remain cryin rain rain drop fallin heaven away misery weather hide tear cry gonna wear smile walk fool till darling complain cryin rain cryin rain cryin rain,pop
blue leave baby blue know blue hear rumor goin tell true blue wonderin lovin baby untrue blue pretty baby know come home start anew blue,pop
darlin count till dry devote endless time charm sublime guess know devote hurt untrue reason unhappy blue years grow like river flow devote hurt untrue reason unhappy blue years grow like river flow devote,pop
like think treat badly treat badly madly hold hold hold hold baby want hold mehold mehold meoh yeah tightertighter wanna leave wanna stay want spend wanna quit split hold hold hold hold baby want hold mehold mehold mehold real tight hold real tight hold real tight hold real tight hold real tight hold real tight hold real tight hold real tight hold want know real tight hold want know real tight hold change mind leavin leavin bring home bring sweet lovin bring home yeah yeah yeah yeah yeah yeah yeah jewelery money woah gonna bring home bring sweet lovin bring home yeah yeah yeah yeah yeah yeah hold hold yeah hold know hold,pop
smile go color dream light look eye lovely things wishful little high tear drop kiss lips remember spring bring remember smile remember spring bring remember smile,pop
better somebody call better somebody call better somebody call feel like time long go long go time long go goodbye false pretender lord bible declare goin heaven lord bible declare better somebody call better somebody call better somebody call feel like time long go long go time long go long go false pretender head bend lord even head long lonesome road better somebody call better somebody call better away somebody call feel like time long go long go long go time long go,pop
goin money hand goin money hand gonna woman runnin gonna blue steel gonna gonna blue steel woman gonna hear shoot woman dead hear shoot woman dead know damn gonna gonna guess favorite mexico guess free guess free damn hangman gonna noose babe goin hand goin cash,pop
smokey cafe eat smokey cafe asitting read smokey cafe chicken walk door see smokey cafe scar right knees touch smokey cafe chill run spine smokey cafe smell sweet perfume smile heart boom everybody room smokey cafe say careful chick belong smokey counter chef head knife hand grab collar begin shout better bean clear right know smokey cafe smokey cafe chilli bean chance eat smokey cafe risk life smokey crazy fool smokey cafe,pop
good night pass enjoy till forever tell story end shadow come softer finger skin someday remember tell story end echo forever lonesome love believe till tell story end tell story end,pop
hallo western union listen time good telegram go hold go hold break heart leave work band understand go hold go hold away yeah come operator message need write gotta hold hold go hold slip away hold hold hold hold,pop
pack need better fee world hunger greed live heart thats truly bleedin question remainin mystery guess go prove mama conscience leave leave want somebody gonna treat like queen time things mean hop piece misery things forever occur home mama conscience leave leave leave dancin dancin leave dancin dancin want yeah dancin dancin mama conscience leave leave leave dancin dancin leave dancin dancin want dancin,pop
nosy read letter read diary story better word remind heart go leave music play local radio people streets know like heart know word different mean heart different feel cause past know heart nosy read letter notebook surprise take heart walk dark feel turn laugh indulge past true heart know heart,pop
look ahead pass focus fool cheap cinema trick cardboard cast record stand walkin walk know lame jogger maybe freeway strangler baby shop cart pusher maybe groovy thing sure star movies cause walkin walkin walkin walkin walkin beat drivin cars street walkin home school mother pick pool smog play trick eye roller skater kind headphone disguise maybe somebody make pump best,pop
telegraph hand word paper write sand telegraph telegraph right land land mean damn thing understand need telegraph telegraph telegraph hand hand word paper word paper write sand write sand telegraph telegraph right land land mean damn thing mean thing understand understand telegraph make powerful give pride give pride america bless america understand understand value telegraph value telegraph hand hand hand hand,pop
leave pick piece pick piece leave pick piece pick piece leave pick piece pick piece leave solve problem lose tear lead appear thing go time away piece time away piece free yeah maybe close feel body mean say thing cause baby know time away yeah piece time away piece say thing cause baby go time away piece time away piece pick piece time away oooooh piece careful time away time piece piece time away oohh piece time,pop
touch touch night touch touch wanna feel body moon city night young hungry hungry hunt bait need hesitate night night time right night touch touch wanna feel body heartbeat night touch touch quick flash disappear night hurt treat right feel good feel somebody night night time right night touch touch wanna feel body heartbeat night touch touch touch touch touch touch cold emotion confuse brain decide pleasure pain like tramp night beg treat body like want beg night touch touch wanna feel body heartbeat night cause want body time night touch touch wanna feel body heartbeat night cause want body time touch touch touch night touch touch wanna feel body touch touch touch night touch touch wanna feel body touch touch touch night,pop
